name,date,open,high,low,close,volume,trades,value,change,previous_close,main_sector,sub_sector,change_pct
ABBEYBDS,2025-12-23,5.85,0.0,0.0,0.0,190953,23,1161791.3,0.0,5.85,PLC,FINANCIAL SERVICES- Micro-Finance Banks,-100.0
ABCTRANS,2025-12-23,3.15,0.0,0.0,0.0,383358,92,1311877.27,0.0,3.15,SERVICES,SERVICES- Road Transportation,-100.0
ACADEMY,2025-12-23,7.3,0.0,0.0,0.0,119850,30,893294.5,0.0,7.3,SERVICES,SERVICES- Printing/Publishing,-100.0
ACCESSCORP,2025-12-23,20.5,20.8,20.45,20.7,46240614,1444,949380834.45,0.2,20.5,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,0.98
AFRINSURE [MRF],2025-12-23,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.2,PLC,FINANCIAL SERVICES- Banking,-100.0
AFRIPRUD,2025-12-23,13.6,13.5,13.5,13.5,763070,94,10428543.25,-0.1,13.6,FINANCIAL SERVICES,FINANCIAL SERVICES- Other Financial Institutions,-0.74
AFROMEDIA [MRF],2025-12-23,0.24,0.0,0.0,0.0,0,0,0.0,0.0,0.24,SERVICES,SERVICES- Advertising,-100.0
AIICO,2025-12-23,3.93,3.96,3.9,3.93,6298490,297,24710883.41,0.0,3.93,PLC,FINANCIAL SERVICES- Banking,0.0
AIRTELAFRI,2025-12-23,2270.0,0.0,0.0,0.0,1989,4,4966533.0,0.0,2270.0,ICT,ICT- Telecommunications Services,-100.0
ALEX [BLS],2025-12-23,14.9,14.9,14.9,14.9,2724105,278,40491543.55,1.35,13.55,PLC,NATURAL RESOURCES- Metals,9.96
ARADEL,2025-12-23,679.9,0.0,0.0,0.0,1866318,710,1251833534.2,0.0,679.9,OIL AND GAS,OIL AND GAS- Integrated Oil and Gas Services,-100.0
ASOSAVINGS [DWL],2025-12-23,3.21,0.0,0.0,0.0,0,0,0.0,0.0,3.21,PLC,FINANCIAL SERVICES- Micro-Finance Banks,-100.0
AUSTINLAZ [RST],2025-12-23,2.65,2.91,2.91,2.91,3786068,93,10980545.17,0.26,2.65,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Electronic and Electrical Products,9.81
AVAIF,2025-12-23,1000000.0,0.0,0.0,0.0,0,0,0.0,0.0,1000000.0,,,-100.0
BAPLC,2025-12-23,6.25,0.0,0.0,0.0,0,0,0.0,0.0,6.25,ICT,ICT- Telecommunications Services,-100.0
BERGER,2025-12-23,43.95,0.0,0.0,0.0,29187,64,1213199.15,0.0,43.95,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
BETAGLAS,2025-12-23,370.0,0.0,0.0,0.0,569849,410,190072607.1,0.0,370.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Packaging/Containers,-100.0
BUACEMENT,2025-12-23,174.0,0.0,0.0,0.0,589213,661,99459094.2,0.0,174.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
BUAFOODS,2025-12-23,734.2,748.0,748.0,748.0,151719,557,112914205.7,13.8,734.2,CONSUMER GOODS,CONSUMER GOODS- Food Products,1.88
CADBURY,2025-12-23,59.6,0.0,0.0,0.0,1516427,235,86889596.5,0.0,59.6,CONSUMER GOODS,CONSUMER GOODS- Food Products--Diversified,-100.0
CAP,2025-12-23,74.0,0.0,0.0,0.0,14920,29,1042170.1,0.0,74.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
CAVERTON,2025-12-23,5.3,0.0,0.0,0.0,356138,74,1919104.15,0.0,5.3,SERVICES,SERVICES- Support and Logistics,-100.0
CHAMPION [BLS],2025-12-23,16.75,0.0,0.0,0.0,753209,113,12100078.95,0.0,16.75,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,-100.0
CHAMS,2025-12-23,3.51,3.51,3.16,3.16,23981525,407,77708405.43,-0.35,3.51,ICT,ICT- Processing Systems,-9.97
CHELLARAM,2025-12-23,13.2,0.0,0.0,0.0,8121,7,106905.5,0.0,13.2,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
CILEASING,2025-12-23,6.2,0.0,0.0,0.0,81742,32,499463.0,0.0,6.2,SERVICES,SERVICES- Support and Logistics,-100.0
CNIF,2025-12-23,100.0,0.0,0.0,0.0,129,3,14190.0,0.0,100.0,,,-100.0
CONHALLPLC,2025-12-23,4.22,4.2,4.2,4.2,355884,31,1498436.4,-0.02,4.22,PLC,FINANCIAL SERVICES- Banking,-0.47
CONOIL,2025-12-23,187.2,0.0,0.0,0.0,12175,44,2051512.7,0.0,187.2,OIL AND GAS,OIL AND GAS- Petroleum and Petroleum Products Distributors,-100.0
CORNERST,2025-12-23,5.79,0.0,0.0,0.0,234190,38,1302466.62,0.0,5.79,PLC,FINANCIAL SERVICES- Banking,-100.0
CUSTODIAN,2025-12-23,35.1,0.0,0.0,0.0,111379,94,4277805.95,0.0,35.1,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
CUTIX,2025-12-23,3.0,3.0,2.97,2.98,4143316,224,12374609.06,-0.02,3.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Electronic and Electrical Products,-0.67
CWG,2025-12-23,18.8,0.0,0.0,0.0,242702,92,4333918.15,0.0,18.8,ICT,ICT- IT Services,-100.0
DAARCOMM,2025-12-23,0.94,0.9,0.9,0.9,606296,65,551106.09,-0.04,0.94,SERVICES,SERVICES- Media/Entertainment,-4.26
DANGCEM,2025-12-23,610.0,0.0,0.0,0.0,321474,747,195139552.7,0.0,610.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
DANGSUGAR,2025-12-23,60.0,59.5,59.2,59.5,1046427,758,62101785.15,-0.5,60.0,CONSUMER GOODS,CONSUMER GOODS- Food Products,-0.83
DEAPCAP [DWL],2025-12-23,1.7,1.6,1.58,1.6,926201,34,1486535.75,-0.1,1.7,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-5.88
DUNLOP [DIP],2025-12-23,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.2,CONSUMER GOODS,CONSUMER GOODS- Automobiles/Auto Parts,-100.0
EKOCORP [DIP],2025-12-23,5.8,0.0,0.0,0.0,0,0,0.0,0.0,5.8,HEALTHCARE,HEALTHCARE- Healthcare Providers,-100.0
ELLAHLAKES,2025-12-23,13.05,13.5,13.2,13.3,9513309,530,127079614.7,0.25,13.05,AGRICULTURE,AGRICULTURE- Crop Production,1.92
ENAMELWA,2025-12-23,40.5,0.0,0.0,0.0,0,0,0.0,0.0,40.5,CONSUMER GOODS,CONSUMER GOODS- Household Durables,-100.0
ETERNA,2025-12-23,28.5,0.0,0.0,0.0,328845,76,9536847.55,0.0,28.5,OIL AND GAS,OIL AND GAS- Petroleum and Petroleum Products Distributors,-100.0
ETI,2025-12-23,38.0,0.0,0.0,0.0,193010,91,7314689.65,0.0,38.0,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,-100.0
ETRANZACT,2025-12-23,12.6,0.0,0.0,0.0,335484,52,4119157.3,0.0,12.6,ICT,ICT- Processing Systems,-100.0
EUNISELL,2025-12-23,80.0,87.8,80.0,80.0,1042072,80,86257382.75,0.0,80.0,SERVICES,SERVICES- Specialty,0.0
FCMB,2025-12-23,10.55,10.6,10.55,10.6,4358103,331,46008851.5,0.05,10.55,FINANCIAL SERVICES,FINANCIAL SERVICES- Other Financial Institutions,0.47
FIDELITYBK,2025-12-23,19.05,19.15,19.0,19.0,20896135,465,397510870.15,-0.05,19.05,INCORPORATED,FINANCIAL SERVICES- Banking,-0.26
FIDSON,2025-12-23,43.0,43.9,43.9,43.9,655631,277,27909252.1,0.9,43.0,HEALTHCARE,HEALTHCARE- Pharmaceuticals,2.09
FIRSTHOLDCO,2025-12-23,45.0,50.35,45.0,50.25,44535718,1150,2182718226.0,4.25,46.0,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,9.24
FTGINSURE,2025-12-23,0.2,0.0,0.0,0.0,0,0,0.0,0.0,0.2,,,-100.0
FTNCOCOA [RST],2025-12-23,4.69,5.11,4.7,5.11,2161144,154,10729000.09,0.42,4.69,AGRICULTURE,AGRICULTURE- Crop Production,8.96
GEREGU,2025-12-23,1141.5,0.0,0.0,0.0,3547,65,3644187.8,0.0,1141.5,UTILITIES,UTILITIES- Electric Power Generation,-100.0
GOLDBREW,2025-12-23,7.1,0.0,0.0,0.0,0,0,0.0,0.0,7.1,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,-100.0
GTCO,2025-12-23,88.1,88.3,88.0,88.0,43311444,1326,3817848830.15,-0.1,88.1,INCORPORATED,FINANCIAL SERVICES- Banking,-0.11
GUINEAINS,2025-12-23,1.13,1.2,1.13,1.15,2203130,77,2530363.99,0.02,1.13,PLC,FINANCIAL SERVICES- Banking,1.77
GUINNESS,2025-12-23,289.7,0.0,0.0,0.0,345956,55,110221581.6,0.0,289.7,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,-100.0
HMCALL,2025-12-23,3.99,0.0,0.0,0.0,90698,16,362564.9,0.0,3.99,FUND,CONSTRUCTION/REAL ESTATE- Real Estate Development,-100.0
HONYFLOUR,2025-12-23,17.75,0.0,0.0,0.0,897538,234,17303647.4,0.0,17.75,CONSUMER GOODS,CONSUMER GOODS- Food Products,-100.0
IKEJAHOTEL,2025-12-23,34.1,0.0,0.0,0.0,194746,101,6503155.65,0.0,34.1,SERVICES,SERVICES- Hotels/Lodging,-100.0
IMG,2025-12-23,32.4,0.0,0.0,0.0,33132,9,1023132.2,0.0,32.4,NATURAL RESOURCES,NATURAL RESOURCES- Chemicals,-100.0
INFINITY [BLS],2025-12-23,7.0,0.0,0.0,0.0,0,0,0.0,0.0,7.0,FINANCIAL SERVICES,FINANCIAL SERVICES- Micro-Finance Banks,-100.0
INTBREW,2025-12-23,12.5,13.2,13.05,13.2,1829427,144,23794546.05,0.7,12.5,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,5.6
INTENEGINS,2025-12-23,2.49,2.73,2.6,2.7,1426014,126,3779741.3,0.21,2.49,PLC,FINANCIAL SERVICES- Banking,8.43
JAIZBANK,2025-12-23,4.63,4.8,4.77,4.77,3559751,386,16936247.24,0.14,4.63,INCORPORATED,FINANCIAL SERVICES- Banking,3.02
JAPAULGOLD,2025-12-23,2.44,2.44,2.32,2.33,3180225,145,7464247.36,-0.11,2.44,OIL AND GAS,OIL AND GAS- Energy Equipment and Services,-4.51
JBERGER,2025-12-23,139.0,0.0,0.0,0.0,17981,78,2454573.2,0.0,139.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
JOHNHOLT,2025-12-23,4.9,0.0,0.0,0.0,46200,13,246730.0,0.0,4.9,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
JULI,2025-12-23,8.06,0.0,0.0,0.0,2500,1,18150.0,0.0,8.06,SERVICES,SERVICES- Food/Drug Retailers and Wholesalers,-100.0
LASACO,2025-12-23,2.5,2.5,2.45,2.45,1932790,61,4815269.39,-0.05,2.5,PLC,FINANCIAL SERVICES- Banking,-2.0
LEARNAFRCA,2025-12-23,6.3,6.3,6.3,6.3,338268,21,2136874.2,0.0,6.3,SERVICES,SERVICES- Printing/Publishing,0.0
LEGENDINT,2025-12-23,5.55,5.04,5.0,5.01,2434365,57,12311575.15,-0.54,5.55,ICT,ICT- IT Services,-9.73
LINKASSURE,2025-12-23,1.6,1.71,1.6,1.61,3102184,76,5022994.92,0.01,1.6,PLC,FINANCIAL SERVICES- Banking,0.63
LIVESTOCK,2025-12-23,6.25,0.0,0.0,0.0,516537,69,3133086.0,0.0,6.25,AGRICULTURE,AGRICULTURE- Livestock/Animal Specialties,-100.0
LIVINGTRUST,2025-12-23,3.44,0.0,0.0,0.0,202955,11,680979.2,0.0,3.44,PLC,FINANCIAL SERVICES- Micro-Finance Banks,-100.0
MANSARD,2025-12-23,14.0,0.0,0.0,0.0,529132,71,6924881.5,0.0,14.0,PLC,FINANCIAL SERVICES- Banking,-100.0
MAYBAKER,2025-12-23,17.8,0.0,0.0,0.0,182325,58,3178009.7,0.0,17.8,HEALTHCARE,HEALTHCARE- Pharmaceuticals,-100.0
MBENEFIT,2025-12-23,3.1,3.19,3.0,3.17,8006457,193,24692668.15,0.07,3.1,PLC,FINANCIAL SERVICES- Banking,2.26
MCNICHOLS,2025-12-23,2.95,3.1,2.9,2.9,2235437,73,6736623.51,-0.05,2.95,CONSUMER GOODS,CONSUMER GOODS- Food Products,-1.69
MECURE,2025-12-23,60.3,65.2,65.2,65.2,1553608,284,92444447.9,4.9,60.3,HEALTHCARE,HEALTHCARE- Pharmaceuticals,8.13
MEYER,2025-12-23,13.1,0.0,0.0,0.0,53050,13,730113.0,0.0,13.1,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
MOFIREIF,2025-12-23,100.0,0.0,0.0,0.0,10000,3,1100000.0,0.0,100.0,,,-100.0
MORISON,2025-12-23,4.69,0.0,0.0,0.0,549,1,2827.35,0.0,4.69,HEALTHCARE,HEALTHCARE- Medical Supplies,-100.0
MTNN,2025-12-23,531.7,0.0,0.0,0.0,2350027,1689,1175625425.1,0.0,531.7,ICT,ICT- Telecommunications Services,-100.0
MULTITREX,2025-12-23,0.36,0.0,0.0,0.0,0,0,0.0,0.0,0.36,CONSUMER GOODS,CONSUMER GOODS- Food Products,-100.0
MULTIVERSE,2025-12-23,12.15,0.0,0.0,0.0,208967,22,2656783.35,0.0,12.15,PLC,NATURAL RESOURCES- Mining Services,-100.0
NAHCO,2025-12-23,109.5,0.0,0.0,0.0,1208008,151,129928290.2,0.0,109.5,SERVICES,SERVICES- Transport-Related Services,-100.0
NASCON,2025-12-23,111.0,105.0,105.0,105.0,1552656,100,163212462.55,-6.0,111.0,CONSUMER GOODS,CONSUMER GOODS- Food Products,-5.41
NB,2025-12-23,79.5,78.35,78.35,78.35,6321495,322,495530943.6,-1.15,79.5,CONSUMER GOODS,CONSUMER GOODS- Beverages--Brewers/Distillers,-1.45
NCR,2025-12-23,72.7,0.0,0.0,0.0,28775,44,1908813.8,0.0,72.7,ICT,ICT- IT Services,-100.0
NEIMETH,2025-12-23,6.15,0.0,0.0,0.0,2307259,150,13323138.75,0.0,6.15,HEALTHCARE,HEALTHCARE- Pharmaceuticals,-100.0
NEM,2025-12-23,25.3,0.0,0.0,0.0,418568,97,10183058.95,0.0,25.3,PLC,FINANCIAL SERVICES- Banking,-100.0
NESTLE,2025-12-23,1958.0,0.0,0.0,0.0,13391,167,26559999.3,0.0,1958.0,CONSUMER GOODS,CONSUMER GOODS- Food Products--Diversified,-100.0
NGXGROUP,2025-12-23,63.85,67.9,66.5,67.9,1762518,147,116721706.8,4.05,63.85,FINANCIAL SERVICES,FINANCIAL SERVICES- Other Financial Institutions,6.34
NIDF,2025-12-23,115.0,0.0,0.0,0.0,92544,82,10452136.6,0.0,115.0,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Infrastructure/Heavy Construction,-100.0
NNFM,2025-12-23,84.3,0.0,0.0,0.0,3243,9,246143.7,0.0,84.3,CONSUMER GOODS,CONSUMER GOODS- Food Products,-100.0
NPFMCRFBK,2025-12-23,3.75,3.76,3.72,3.72,2114281,95,7894960.38,-0.03,3.75,PLC,FINANCIAL SERVICES- Micro-Finance Banks,-0.8
NSLTECH,2025-12-23,0.78,0.78,0.71,0.75,38795058,199,27949115.26,-0.03,0.78,SERVICES,SERVICES- Specialty,-3.85
OANDO,2025-12-23,38.0,37.9,37.9,37.9,2235912,413,84952010.8,-0.1,38.0,OIL AND GAS,OIL AND GAS- Integrated Oil and Gas Services,-0.26
OKOMUOIL,2025-12-23,1109.0,0.0,0.0,0.0,124368,395,136652731.3,0.0,1109.0,AGRICULTURE,AGRICULTURE- Crop Production,-100.0
OMATEK,2025-12-23,1.1,1.12,1.09,1.1,3681565,50,4055042.58,0.0,1.1,ICT,ICT- Computers and Peripherals,0.0
PHARMDEKO,2025-12-23,1.83,0.0,0.0,0.0,0,0,0.0,0.0,1.83,PHARMACEUTICALS PLC,HEALTHCARE- Pharmaceuticals,-100.0
PREMPAINTS,2025-12-23,10.0,0.0,0.0,0.0,0,0,0.0,0.0,10.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,-100.0
PRESCO,2025-12-23,1450.0,0.0,0.0,0.0,31928,342,46222396.5,0.0,1450.0,AGRICULTURE,AGRICULTURE- Crop Production,-100.0
PRESTIGE [BLS],2025-12-23,1.51,1.59,1.51,1.59,1108072,55,1737192.69,0.09,1.5,PLC,FINANCIAL SERVICES- Banking,6.0
PZ,2025-12-23,47.0,0.0,0.0,0.0,6147345,254,283034155.35,0.0,47.0,CONSUMER GOODS,CONSUMER GOODS- Personal/Household Products,-100.0
REDSTAREX,2025-12-23,8.7,0.0,0.0,0.0,155899,22,1421288.45,0.0,8.7,SERVICES,SERVICES- Courier/Freight/Delivery,-100.0
REGALINS,2025-12-23,0.99,1.0,0.99,1.0,1956832,56,1947222.86,0.01,0.99,PLC,FINANCIAL SERVICES- Banking,1.01
RONCHESS,2025-12-23,81.0,0.0,0.0,0.0,0,0,0.0,0.0,81.0,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Building Construction,-100.0
ROYALEX,2025-12-23,1.94,1.98,1.78,1.78,1962885,110,3668590.1,-0.16,1.94,PLC,NATURAL RESOURCES- Metals,-8.25
RTBRISCOE,2025-12-23,3.35,3.25,3.25,3.25,915827,43,2965022.23,-0.1,3.35,SERVICES,SERVICES- Automobile/Auto Part Retailers,-2.99
SCOA,2025-12-23,7.1,0.0,0.0,0.0,9422,8,69461.6,0.0,7.1,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
SEPLAT,2025-12-23,5809.0,0.0,0.0,0.0,5229,202,27899979.5,0.0,5809.0,OIL AND GAS,OIL AND GAS- Exploration and Production,-100.0
SFSREIT,2025-12-23,418.75,0.0,0.0,0.0,13143,101,5138929.8,0.0,418.75,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Real Estate Investment Trusts (REITs),-100.0
SKYAVN,2025-12-23,88.45,0.0,0.0,0.0,36851,15,2935182.15,0.0,88.45,PLC,SERVICES- Transport-Related Services,-100.0
SOVRENINS,2025-12-23,3.98,3.9,3.9,3.9,1910989,109,7469861.44,-0.08,3.98,PLC,FINANCIAL SERVICES- Banking,-2.01
STACO,2025-12-23,0.48,0.0,0.0,0.0,0,0,0.0,0.0,0.48,PLC,FINANCIAL SERVICES- Banking,-100.0
STANBIC,2025-12-23,95.2,97.0,96.0,96.0,2369608,256,228951336.15,0.8,95.2,FINANCIAL SERVICES,FINANCIAL SERVICES- Other Financial Institutions,0.84
STERLINGNG,2025-12-23,7.3,7.05,6.9,7.05,2695021,324,18901490.75,-0.25,7.3,INCORPORATED,FINANCIAL SERVICES- Banking,-3.42
SUNUASSUR,2025-12-23,5.17,5.5,5.16,5.16,1258979,89,6621316.39,-0.01,5.17,PLC,FINANCIAL SERVICES- Banking,-0.19
TANTALIZER,2025-12-23,2.58,2.58,2.56,2.56,6476037,203,16638398.8,-0.02,2.58,SERVICES,SERVICES- Hospitality,-0.78
THOMASWY,2025-12-23,2.75,0.0,0.0,0.0,0,0,0.0,0.0,2.75,PLC,NATURAL RESOURCES- Paper/Forest Products,-100.0
TIP,2025-12-23,12.55,12.6,12.55,12.6,1970884,156,24766557.25,0.05,12.55,SERVICES,SERVICES- Waste Management,0.4
TOTAL,2025-12-23,640.0,0.0,0.0,0.0,3044,59,1753344.0,0.0,640.0,OIL AND GAS,OIL AND GAS- Petroleum and Petroleum Products Distributors,-100.0
TRANSCOHOT,2025-12-23,155.6,0.0,0.0,0.0,156565,88,22922812.2,0.0,155.6,SERVICES,SERVICES- Hotels/Lodging,-100.0
TRANSCORP,2025-12-23,41.0,0.0,0.0,0.0,707032,214,28973137.4,0.0,41.0,CONGLOMERATES,CONGLOMERATES- Diversified Industries,-100.0
TRANSEXPR,2025-12-23,2.15,0.0,0.0,0.0,200,1,430.0,0.0,2.15,SERVICES,SERVICES- Courier/Freight/Delivery,-100.0
TRANSPOWER,2025-12-23,307.0,0.0,0.0,0.0,224429,47,62009732.7,0.0,307.0,UTILITIES,UTILITIES- Electric Power Generation,-100.0
TRIPPLEG,2025-12-23,4.42,0.0,0.0,0.0,23247,7,92882.66,0.0,4.42,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Packaging/Containers,-100.0
UACN,2025-12-23,87.75,87.75,87.75,87.75,6651379,268,583957173.5,0.0,87.75,CONGLOMERATES,CONGLOMERATES- Diversified Industries,0.0
UBA,2025-12-23,39.0,39.5,39.0,39.45,6632259,808,260041129.05,0.45,39.0,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,1.15
UCAP,2025-12-23,18.05,18.1,18.0,18.1,3808032,171,69041020.25,0.05,18.05,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,0.28
UHOMREIT,2025-12-23,51.85,0.0,0.0,0.0,5240,26,296228.95,0.0,51.85,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Real Estate Investment Trusts (REITs),-100.0
UNILEVER,2025-12-23,72.0,0.0,0.0,0.0,1102324,137,72920127.15,0.0,72.0,CONSUMER GOODS,CONSUMER GOODS- Personal/Household Products,-100.0
UNIONDICON,2025-12-23,7.0,7.0,7.0,7.0,1100631,51,7543028.6,0.0,7.0,CONSUMER GOODS,CONSUMER GOODS- Food Products,0.0
UNITYBNK,2025-12-23,1.51,0.0,0.0,0.0,0,0,0.0,0.0,1.51,PLC,FINANCIAL SERVICES- Banking,-100.0
UNIVINSURE,2025-12-23,1.16,1.18,1.15,1.15,1846056,50,2154898.8,-0.01,1.16,PLC,FINANCIAL SERVICES- Banking,-0.86
UPDC [BLS],2025-12-23,5.15,5.6,5.15,5.15,5118408,192,26834298.0,0.0,5.15,FUND,CONSTRUCTION/REAL ESTATE- Real Estate Development,0.0
UPDCREIT,2025-12-23,6.9,6.9,6.85,6.85,2505155,213,17194920.05,-0.05,6.9,CONSTRUCTION/REAL ESTATE,CONSTRUCTION/REAL ESTATE- Real Estate Investment Trusts (REITs),-0.72
UPL,2025-12-23,6.0,0.0,0.0,0.0,186304,14,1119152.2,0.0,6.0,SERVICES,SERVICES- Printing/Publishing,-100.0
VANLEER,2025-12-23,5.45,0.0,0.0,0.0,0,0,0.0,0.0,5.45,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Packaging/Containers,-100.0
VERITASKAP,2025-12-23,1.75,1.77,1.7,1.75,4543703,94,7907971.57,0.0,1.75,PLC,FINANCIAL SERVICES- Banking,0.0
VFDGROUP,2025-12-23,10.6,10.85,10.6,10.85,191904259,155,2072552991.75,0.25,10.6,INVESTMENT,INVESTMENT- Diversified Industries,2.36
VITAFOAM,2025-12-23,94.6,0.0,0.0,0.0,203548,145,18714095.3,0.0,94.6,CONSUMER GOODS,CONSUMER GOODS- Household Durables,-100.0
WAPCO,2025-12-23,133.0,135.0,135.0,135.0,729631,266,97971754.0,2.0,133.0,INDUSTRIAL GOODS,INDUSTRIAL GOODS- Building Materials,1.5
WAPIC,2025-12-23,2.95,3.0,2.96,2.98,1776450,68,5299461.92,0.03,2.95,PLC,FINANCIAL SERVICES- Banking,1.02
WEMABANK,2025-12-23,19.1,19.3,18.8,19.1,9103712,355,173642651.25,0.0,19.1,PLC,FINANCIAL SERVICES- Banking,0.0
ZENITHBANK,2025-12-23,63.0,62.95,61.0,62.0,15668134,1337,977152539.2,-1.0,63.0,FINANCIAL SERVICES,FINANCIAL SERVICES- Banking,-1.59
