name,date,signal
SCST.ST,2025-08-05,buy
SDIP-B.ST,2025-05-13,watchlist
SDIP-B.ST,2025-05-14,buy
SDIP-B.ST,2025-05-30,watchlist
SDIP-B.ST,2025-06-02,buy
SDIP-B.ST,2025-06-13,sell
SDIP-B.ST,2025-06-26,watchlist
SDIP-B.ST,2025-06-27,buy
SDIP-B.ST,2025-07-17,reset (expired)
SDIP-B.ST,2025-07-18,watchlist
SDIP-B.ST,2025-07-28,buy
SDIP-B.ST,2025-08-04,watchlist
SDIP-B.ST,2025-08-05,buy
SEB-A.ST,2025-05-13,watchlist
SEB-A.ST,2025-05-14,buy
SEB-A.ST,2025-05-30,reset (expired)
SEB-A.ST,2025-06-02,buy
SEB-A.ST,2025-06-16,watchlist
SEB-A.ST,2025-06-19,buy
SEB-A.ST,2025-07-07,reset (expired)
SEB-A.ST,2025-07-10,buy
SEB-A.ST,2025-07-28,reset (expired)
SEB-A.ST,2025-07-30,buy
SEB-A.ST,2025-08-04,watchlist
SEB-A.ST,2025-08-05,buy
SECARE.ST,2025-05-14,watchlist
SECARE.ST,2025-05-19,buy
SECARE.ST,2025-05-22,sell
SECARE.ST,2025-05-26,watchlist
SECARE.ST,2025-05-27,buy
SECARE.ST,2025-06-13,reset (expired)
SECARE.ST,2025-06-27,watchlist
SECARE.ST,2025-06-30,buy
SECARE.ST,2025-07-17,reset (expired)
SECARE.ST,2025-07-25,sell
SECARE.ST,2025-08-04,watchlist
SECT-B.ST,2025-05-13,watchlist
SECT-B.ST,2025-05-14,buy
SECT-B.ST,2025-05-30,reset (expired)
SECT-B.ST,2025-06-02,buy
SECT-B.ST,2025-06-13,sell
SECT-B.ST,2025-06-19,watchlist
SECT-B.ST,2025-06-23,buy
SECT-B.ST,2025-07-10,reset (expired)
SECT-B.ST,2025-07-17,buy
SECT-B.ST,2025-08-04,reset (expired)
SECT-B.ST,2025-08-05,buy
SECU-B.ST,2025-05-13,watchlist
SECU-B.ST,2025-05-16,buy
SECU-B.ST,2025-05-26,watchlist
SECU-B.ST,2025-05-27,buy
SECU-B.ST,2025-06-13,reset (expired)
SECU-B.ST,2025-06-16,buy
SECU-B.ST,2025-07-02,reset (expired)
SECU-B.ST,2025-07-04,buy
SECU-B.ST,2025-07-17,watchlist
SECU-B.ST,2025-07-18,buy
SECU-B.ST,2025-08-04,reset (expired)
SECU-B.ST,2025-08-05,buy
SHB-A.ST,2025-05-14,watchlist
SHB-A.ST,2025-05-15,buy
SHB-A.ST,2025-06-02,reset (expired)
SHB-A.ST,2025-06-03,buy
SHB-A.ST,2025-06-19,reset (expired)
SHB-A.ST,2025-06-26,buy
SHB-A.ST,2025-07-17,reset (expired)
SHB-A.ST,2025-07-18,buy
SHB-A.ST,2025-07-30,watchlist
SHB-A.ST,2025-08-05,buy
SHOT.ST,2025-05-13,watchlist
SHOT.ST,2025-05-14,buy
SHOT.ST,2025-05-30,reset (expired)
SHOT.ST,2025-06-03,buy
SHOT.ST,2025-06-19,reset (expired)
SHOT.ST,2025-06-26,buy
SHOT.ST,2025-07-17,reset (expired)
SHOT.ST,2025-07-28,watchlist
SHOT.ST,2025-08-05,buy
SINCH.ST,2025-05-13,watchlist
SINCH.ST,2025-05-14,buy
SINCH.ST,2025-05-30,reset (expired)
SINCH.ST,2025-06-02,buy
SINCH.ST,2025-06-19,reset (expired)
SINCH.ST,2025-06-26,buy
SINCH.ST,2025-07-17,reset (expired)
SINCH.ST,2025-07-18,buy
SINCH.ST,2025-08-04,reset (expired)
SINCH.ST,2025-08-06,buy
SKA-B.ST,2025-05-13,watchlist
SKA-B.ST,2025-05-14,buy
SKA-B.ST,2025-05-26,watchlist
SKA-B.ST,2025-06-02,buy
SKA-B.ST,2025-06-16,watchlist
SKA-B.ST,2025-07-02,reset (expired)
SKA-B.ST,2025-07-07,watchlist
SKA-B.ST,2025-07-10,buy
SKA-B.ST,2025-07-25,watchlist
SKA-B.ST,2025-07-28,buy
SKA-B.ST,2025-08-05,watchlist
SKA-B.ST,2025-08-06,buy
SKF-A.ST,2025-05-13,watchlist
SKF-A.ST,2025-05-16,buy
SKF-A.ST,2025-05-26,watchlist
SKF-A.ST,2025-05-27,buy
SKF-A.ST,2025-06-04,watchlist
SKF-A.ST,2025-06-05,buy
SKF-A.ST,2025-06-23,reset (expired)
SKF-A.ST,2025-06-26,buy
SKF-A.ST,2025-07-02,watchlist
SKF-A.ST,2025-07-04,buy
SKF-A.ST,2025-07-21,reset (expired)
SKF-A.ST,2025-07-25,buy
SKF-A.ST,2025-08-05,watchlist
SKF-A.ST,2025-08-06,buy
SKF-B.ST,2025-05-13,watchlist
SKF-B.ST,2025-05-27,buy
SKF-B.ST,2025-06-13,reset (expired)
SKF-B.ST,2025-06-16,buy
SKF-B.ST,2025-07-02,reset (expired)
SKF-B.ST,2025-07-10,buy
SKF-B.ST,2025-07-28,reset (expired)
SKF-B.ST,2025-07-30,buy
SKIS-B.ST,2025-05-13,watchlist
SKIS-B.ST,2025-05-14,buy
SKIS-B.ST,2025-05-30,reset (expired)
SKIS-B.ST,2025-06-03,buy
SKIS-B.ST,2025-06-19,reset (expired)
SKIS-B.ST,2025-06-23,buy
SKIS-B.ST,2025-07-10,reset (expired)
SKIS-B.ST,2025-07-18,buy
SKIS-B.ST,2025-08-04,reset (expired)
SKIS-B.ST,2025-08-05,watchlist
SKIS-B.ST,2025-08-06,buy
SLP-B.ST,2025-05-15,watchlist
SLP-B.ST,2025-05-16,buy
SLP-B.ST,2025-05-23,watchlist
SLP-B.ST,2025-05-26,buy
SLP-B.ST,2025-06-05,watchlist
SLP-B.ST,2025-06-11,buy
SLP-B.ST,2025-06-26,watchlist
SLP-B.ST,2025-07-04,buy
SLP-B.ST,2025-07-21,reset (expired)
SLP-B.ST,2025-07-25,buy
SLP-B.ST,2025-08-04,watchlist
SLP-B.ST,2025-08-05,buy
SOBI.ST,2025-05-13,watchlist
SOBI.ST,2025-05-16,buy
SOBI.ST,2025-05-30,watchlist
SOBI.ST,2025-06-02,buy
SOBI.ST,2025-06-13,sell
SOBI.ST,2025-06-26,watchlist
SOBI.ST,2025-06-27,buy
SOBI.ST,2025-07-17,reset (expired)
SOBI.ST,2025-07-25,watchlist
SOBI.ST,2025-07-28,buy
SSAB-A.ST,2025-05-16,watchlist
SSAB-A.ST,2025-05-21,buy
SSAB-A.ST,2025-06-09,reset (expired)
SSAB-A.ST,2025-06-10,watchlist
SSAB-A.ST,2025-06-26,reset (expired)
SSAB-A.ST,2025-06-27,watchlist
SSAB-A.ST,2025-07-04,buy
SSAB-A.ST,2025-07-21,watchlist
SSAB-A.ST,2025-08-06,reset (expired)
SSAB-A.ST,2025-08-08,watchlist
STEF-B.ST,2025-05-13,watchlist
STEF-B.ST,2025-05-14,buy
STEF-B.ST,2025-05-22,watchlist
STEF-B.ST,2025-05-30,buy
STEF-B.ST,2025-06-04,watchlist
STEF-B.ST,2025-06-05,buy
STEF-B.ST,2025-06-23,reset (expired)
STEF-B.ST,2025-06-26,buy
STEF-B.ST,2025-07-11,watchlist
STEF-B.ST,2025-07-17,buy
STEF-B.ST,2025-08-04,reset (expired)
STEF-B.ST,2025-08-05,buy
STOR-B.ST,2025-05-16,watchlist
STOR-B.ST,2025-05-27,buy
STOR-B.ST,2025-06-02,watchlist
STOR-B.ST,2025-06-03,buy
STOR-B.ST,2025-06-19,reset (expired)
STOR-B.ST,2025-06-26,buy
STOR-B.ST,2025-07-17,reset (expired)
STOR-B.ST,2025-07-18,buy
STOR-B.ST,2025-08-04,reset (expired)
STOR-B.ST,2025-08-05,buy
STORY-B.ST,2025-05-13,watchlist
STORY-B.ST,2025-05-14,buy
STORY-B.ST,2025-05-30,reset (expired)
STORY-B.ST,2025-06-04,buy
STORY-B.ST,2025-06-16,watchlist
STORY-B.ST,2025-06-27,buy
STORY-B.ST,2025-07-04,watchlist
STORY-B.ST,2025-07-07,buy
STORY-B.ST,2025-07-25,reset (expired)
STORY-B.ST,2025-07-28,buy
SUS.ST,2025-05-14,watchlist
SUS.ST,2025-05-20,buy
SUS.ST,2025-05-26,watchlist
SUS.ST,2025-05-27,buy
SUS.ST,2025-06-13,sell
SUS.ST,2025-06-16,watchlist
SUS.ST,2025-06-27,buy
SUS.ST,2025-07-04,watchlist
SUS.ST,2025-07-07,buy
SUS.ST,2025-07-17,watchlist
SUS.ST,2025-07-25,buy
SUS.ST,2025-08-04,watchlist
SUS.ST,2025-08-05,buy
SVEAF.ST,2025-05-13,watchlist
SVEAF.ST,2025-05-14,buy
SVEAF.ST,2025-05-30,reset (expired)
SVEAF.ST,2025-06-04,buy
SVEAF.ST,2025-06-23,watchlist
SVEAF.ST,2025-06-26,buy
SVEAF.ST,2025-07-10,watchlist
SVEAF.ST,2025-07-11,buy
SVEAF.ST,2025-07-28,watchlist
SVEAF.ST,2025-08-05,buy
SVOL-A.ST,2025-05-14,watchlist
SVOL-A.ST,2025-05-15,buy
SVOL-A.ST,2025-05-23,watchlist
SVOL-A.ST,2025-06-09,reset (expired)
SVOL-A.ST,2025-06-10,watchlist
SVOL-A.ST,2025-06-13,buy
SVOL-A.ST,2025-06-17,sell
SVOL-A.ST,2025-06-19,watchlist
SVOL-A.ST,2025-06-24,buy
SVOL-A.ST,2025-07-14,reset (expired)
SVOL-A.ST,2025-07-31,watchlist
SWEC-A.ST,2025-05-14,watchlist
SWEC-A.ST,2025-05-15,buy
SWEC-A.ST,2025-06-02,reset (expired)
SWEC-A.ST,2025-06-04,watchlist
SWEC-A.ST,2025-06-05,buy
SWEC-A.ST,2025-06-26,watchlist
SWEC-A.ST,2025-06-27,buy
SWEC-A.ST,2025-07-17,reset (expired)
SWEC-A.ST,2025-07-18,buy
SWEC-A.ST,2025-07-28,watchlist
SWEC-A.ST,2025-07-30,buy
SWED-A.ST,2025-05-13,watchlist
SWED-A.ST,2025-05-14,buy
SWED-A.ST,2025-05-30,reset (expired)
SWED-A.ST,2025-06-02,buy
SWED-A.ST,2025-06-16,watchlist
SWED-A.ST,2025-06-27,buy
SWED-A.ST,2025-07-17,reset (expired)
SWED-A.ST,2025-07-18,buy
SWED-A.ST,2025-08-04,watchlist
SWED-A.ST,2025-08-05,buy
SYNSAM.ST,2025-05-13,watchlist
SYNSAM.ST,2025-05-19,buy
SYNSAM.ST,2025-06-04,reset (expired)
SYNSAM.ST,2025-06-11,buy
SYNSAM.ST,2025-06-27,watchlist
SYNSAM.ST,2025-06-30,buy
SYNSAM.ST,2025-07-17,reset (expired)
SYNSAM.ST,2025-07-18,buy
SYNSAM.ST,2025-08-04,reset (expired)
SYNSAM.ST,2025-08-05,watchlist
SYSR.ST,2025-05-13,watchlist
SYSR.ST,2025-05-14,buy
SYSR.ST,2025-05-19,watchlist
SYSR.ST,2025-05-20,buy
SYSR.ST,2025-06-05,reset (expired)
SYSR.ST,2025-06-10,buy
SYSR.ST,2025-06-13,sell
SYSR.ST,2025-06-16,watchlist
SYSR.ST,2025-06-27,buy
SYSR.ST,2025-07-17,reset (expired)
SYSR.ST,2025-07-18,buy
SYSR.ST,2025-08-04,reset (expired)
SYSR.ST,2025-08-05,watchlist
SYSR.ST,2025-08-06,buy
TEL2-B.ST,2025-05-15,watchlist
TEL2-B.ST,2025-05-16,buy
TEL2-B.ST,2025-06-02,reset (expired)
TEL2-B.ST,2025-06-04,buy
TEL2-B.ST,2025-06-23,reset (expired)
TEL2-B.ST,2025-06-27,buy
TEL2-B.ST,2025-07-17,reset (expired)
TEL2-B.ST,2025-07-18,buy
TEL2-B.ST,2025-08-04,reset (expired)
TEL2-B.ST,2025-08-05,buy
TELIA.ST,2025-05-15,watchlist
TELIA.ST,2025-05-16,buy
TELIA.ST,2025-06-02,reset (expired)
TELIA.ST,2025-06-03,buy
TELIA.ST,2025-06-19,reset (expired)
TELIA.ST,2025-06-27,watchlist
TELIA.ST,2025-07-02,buy
TELIA.ST,2025-07-18,watchlist
TELIA.ST,2025-07-21,buy
TELIA.ST,2025-08-06,reset (expired)
TFBANK.ST,2025-05-13,watchlist
TFBANK.ST,2025-05-16,buy
TFBANK.ST,2025-06-02,reset (expired)
TFBANK.ST,2025-06-03,buy
TFBANK.ST,2025-06-19,reset (expired)
TFBANK.ST,2025-06-23,buy
TFBANK.ST,2025-07-10,reset (expired)
TFBANK.ST,2025-07-11,buy
TFBANK.ST,2025-07-21,watchlist
TFBANK.ST,2025-07-25,buy
THULE.ST,2025-05-13,watchlist
THULE.ST,2025-05-26,buy
THULE.ST,2025-06-11,reset (expired)
THULE.ST,2025-06-16,buy
THULE.ST,2025-07-02,reset (expired)
THULE.ST,2025-07-04,buy
THULE.ST,2025-07-21,reset (expired)
THULE.ST,2025-07-25,buy
TREL-B.ST,2025-05-13,watchlist
TREL-B.ST,2025-05-30,reset (expired)
TREL-B.ST,2025-06-04,watchlist
TREL-B.ST,2025-06-05,buy
TREL-B.ST,2025-06-23,reset (expired)
TREL-B.ST,2025-06-26,buy
TREL-B.ST,2025-07-17,reset (expired)
TREL-B.ST,2025-07-18,watchlist
TREL-B.ST,2025-08-04,reset (expired)
TREL-B.ST,2025-08-05,watchlist
TROAX.ST,2025-05-13,watchlist
TROAX.ST,2025-05-16,buy
TROAX.ST,2025-06-02,reset (expired)
TROAX.ST,2025-06-04,buy
TROAX.ST,2025-06-19,sell
TROAX.ST,2025-06-26,watchlist
TROAX.ST,2025-06-27,buy
TROAX.ST,2025-07-02,watchlist
TROAX.ST,2025-07-04,buy
TROAX.ST,2025-07-11,watchlist
TROAX.ST,2025-07-17,buy
TROAX.ST,2025-08-04,reset (expired)
TROAX.ST,2025-08-05,watchlist
TRUE-B.ST,2025-05-13,watchlist
TRUE-B.ST,2025-05-14,buy
TRUE-B.ST,2025-05-20,watchlist
TRUE-B.ST,2025-05-27,buy
TRUE-B.ST,2025-06-13,reset (expired)
TRUE-B.ST,2025-06-19,sell
TRUE-B.ST,2025-06-26,watchlist
TRUE-B.ST,2025-06-27,buy
TRUE-B.ST,2025-07-17,sell
TRUE-B.ST,2025-07-18,watchlist
TRUE-B.ST,2025-07-21,buy
TRUE-B.ST,2025-07-25,sell
TRUE-B.ST,2025-08-04,watchlist
VBG-B.ST,2025-05-13,watchlist
VBG-B.ST,2025-05-14,buy
VBG-B.ST,2025-05-30,reset (expired)
VBG-B.ST,2025-06-02,buy
VBG-B.ST,2025-06-16,watchlist
VBG-B.ST,2025-06-27,buy
VBG-B.ST,2025-07-17,reset (expired)
VBG-B.ST,2025-07-18,buy
VBG-B.ST,2025-08-04,reset (expired)
VBG-B.ST,2025-08-05,watchlist
VBG-B.ST,2025-08-06,buy
VER.ST,2025-05-15,watchlist
VER.ST,2025-05-16,buy
VER.ST,2025-05-23,sell
VER.ST,2025-05-28,watchlist
VER.ST,2025-05-30,buy
VER.ST,2025-06-02,sell
VER.ST,2025-06-04,watchlist
VER.ST,2025-06-05,buy
VER.ST,2025-06-13,sell
VER.ST,2025-06-19,watchlist
VER.ST,2025-06-26,buy
VER.ST,2025-07-17,reset (expired)
VER.ST,2025-07-18,buy
VER.ST,2025-07-25,sell
VER.ST,2025-08-04,watchlist
VIMIAN.ST,2025-05-14,watchlist
VIMIAN.ST,2025-05-15,buy
VIMIAN.ST,2025-06-02,reset (expired)
VIMIAN.ST,2025-06-03,buy
VIMIAN.ST,2025-06-13,sell
VIMIAN.ST,2025-06-19,watchlist
VIMIAN.ST,2025-07-07,reset (expired)
VIMIAN.ST,2025-07-10,watchlist
VIMIAN.ST,2025-07-11,buy
VIMIAN.ST,2025-07-28,reset (expired)
VIMIAN.ST,2025-08-04,watchlist
VIMIAN.ST,2025-08-05,buy
VIT-B.ST,2025-05-13,watchlist
VIT-B.ST,2025-05-16,buy
VIT-B.ST,2025-05-22,sell
VIT-B.ST,2025-05-26,watchlist
VIT-B.ST,2025-05-27,buy
VIT-B.ST,2025-06-13,reset (expired)
VIT-B.ST,2025-06-16,buy
VIT-B.ST,2025-07-02,reset (expired)
VIT-B.ST,2025-07-04,buy
VIT-B.ST,2025-07-18,watchlist
VIT-B.ST,2025-07-21,buy
VIT-B.ST,2025-08-04,watchlist
VIT-B.ST,2025-08-05,buy
VITR.ST,2025-05-13,watchlist
VITR.ST,2025-05-19,buy
VITR.ST,2025-05-22,sell
VITR.ST,2025-05-26,watchlist
VITR.ST,2025-05-27,buy
VITR.ST,2025-06-13,reset (expired)
VITR.ST,2025-06-27,watchlist
VITR.ST,2025-07-04,buy
VITR.ST,2025-07-18,watchlist
VITR.ST,2025-07-21,buy
VITR.ST,2025-08-05,watchlist
VOLCAR-B.ST,2025-05-13,watchlist
VOLCAR-B.ST,2025-05-14,buy
VOLCAR-B.ST,2025-05-20,watchlist
VOLCAR-B.ST,2025-05-21,buy
VOLCAR-B.ST,2025-06-09,reset (expired)
VOLCAR-B.ST,2025-06-10,buy
VOLCAR-B.ST,2025-06-26,reset (expired)
VOLCAR-B.ST,2025-06-27,buy
VOLCAR-B.ST,2025-07-17,reset (expired)
VOLCAR-B.ST,2025-07-18,buy
VOLCAR-B.ST,2025-08-04,reset (expired)
VOLCAR-B.ST,2025-08-06,buy
VOLO.ST,2025-05-13,watchlist
VOLO.ST,2025-05-19,buy
VOLO.ST,2025-06-04,reset (expired)
VOLO.ST,2025-06-05,buy
VOLO.ST,2025-06-23,reset (expired)
VOLO.ST,2025-06-27,watchlist
VOLO.ST,2025-07-07,buy
VOLO.ST,2025-07-17,watchlist
VOLO.ST,2025-07-18,buy
VOLO.ST,2025-08-04,reset (expired)
VOLO.ST,2025-08-06,watchlist
VOLV-A.ST,2025-05-13,watchlist
VOLV-A.ST,2025-05-30,reset (expired)
VOLV-A.ST,2025-06-03,watchlist
VOLV-A.ST,2025-06-04,buy
VOLV-A.ST,2025-06-23,reset (expired)
VOLV-A.ST,2025-06-26,buy
VOLV-A.ST,2025-07-17,reset (expired)
VOLV-A.ST,2025-07-21,buy
VOLV-A.ST,2025-08-06,reset (expired)
VOLV-A.ST,2025-08-08,buy
VOLV-B.ST,2025-05-13,watchlist
VOLV-B.ST,2025-05-14,buy
VOLV-B.ST,2025-05-20,watchlist
VOLV-B.ST,2025-05-27,buy
VOLV-B.ST,2025-06-04,watchlist
VOLV-B.ST,2025-06-05,buy
VOLV-B.ST,2025-06-23,reset (expired)
VOLV-B.ST,2025-06-26,buy
VOLV-B.ST,2025-07-17,reset (expired)
VOLV-B.ST,2025-07-21,buy
VOLV-B.ST,2025-08-06,reset (expired)
VOLV-B.ST,2025-08-08,buy
WALL-B.ST,2025-05-13,watchlist
WALL-B.ST,2025-05-14,buy
WALL-B.ST,2025-05-23,watchlist
WALL-B.ST,2025-05-26,buy
WALL-B.ST,2025-06-11,reset (expired)
WALL-B.ST,2025-06-19,watchlist
WALL-B.ST,2025-06-23,buy
WALL-B.ST,2025-07-10,reset (expired)
WALL-B.ST,2025-07-17,buy
WALL-B.ST,2025-08-04,reset (expired)
WALL-B.ST,2025-08-05,buy
WIHL.ST,2025-05-13,watchlist
WIHL.ST,2025-05-16,buy
WIHL.ST,2025-05-26,watchlist
WIHL.ST,2025-05-27,buy
WIHL.ST,2025-06-04,watchlist
WIHL.ST,2025-06-05,buy
WIHL.ST,2025-06-23,reset (expired)
WIHL.ST,2025-06-26,buy
WIHL.ST,2025-07-17,reset (expired)
WIHL.ST,2025-07-21,buy
WIHL.ST,2025-08-06,reset (expired)
WIHL.ST,2025-08-08,buy
XACT-OMXS30.ST,2025-05-13,watchlist
XACT-OMXS30.ST,2025-05-21,buy
XACT-OMXS30.ST,2025-05-26,watchlist
XACT-OMXS30.ST,2025-05-27,buy
XACT-OMXS30.ST,2025-06-03,watchlist
XACT-OMXS30.ST,2025-06-04,buy
XACT-OMXS30.ST,2025-06-23,reset (expired)
XACT-OMXS30.ST,2025-06-26,buy
XACT-OMXS30.ST,2025-07-17,reset (expired)
XACT-OMXS30.ST,2025-07-18,buy
XACT-OMXS30.ST,2025-07-30,watchlist
XACT-OMXS30.ST,2025-08-05,buy
XANO-B.ST,2025-05-14,watchlist
XANO-B.ST,2025-05-15,buy
XANO-B.ST,2025-06-02,reset (expired)
XANO-B.ST,2025-06-03,buy
XANO-B.ST,2025-06-19,watchlist
XANO-B.ST,2025-07-01,buy
XANO-B.ST,2025-07-17,sell
XANO-B.ST,2025-07-25,watchlist
XANO-B.ST,2025-07-28,buy
XANO-B.ST,2025-08-05,watchlist
XANO-B.ST,2025-08-06,buy
XVIVO.ST,2025-05-13,watchlist
XVIVO.ST,2025-05-14,buy
XVIVO.ST,2025-05-22,watchlist
XVIVO.ST,2025-05-27,buy
XVIVO.ST,2025-06-13,sell
XVIVO.ST,2025-06-27,watchlist
XVIVO.ST,2025-06-30,buy
XVIVO.ST,2025-07-17,reset (expired)
XVIVO.ST,2025-07-21,watchlist
XVIVO.ST,2025-07-25,buy
XVIVO.ST,2025-07-30,sell
XVIVO.ST,2025-08-06,watchlist
YUBICO.ST,2025-05-13,watchlist
YUBICO.ST,2025-05-19,buy
YUBICO.ST,2025-05-26,watchlist
YUBICO.ST,2025-05-27,buy
YUBICO.ST,2025-06-13,reset (expired)
YUBICO.ST,2025-06-16,watchlist
YUBICO.ST,2025-06-19,sell
YUBICO.ST,2025-06-26,watchlist
YUBICO.ST,2025-06-27,buy
YUBICO.ST,2025-07-02,watchlist
YUBICO.ST,2025-07-10,buy
YUBICO.ST,2025-07-28,reset (expired)
YUBICO.ST,2025-08-05,buy
ZZ-B.ST,2025-05-13,watchlist
ZZ-B.ST,2025-05-14,buy
ZZ-B.ST,2025-05-27,watchlist
ZZ-B.ST,2025-05-28,buy
ZZ-B.ST,2025-06-09,sell
ZZ-B.ST,2025-06-10,watchlist
ZZ-B.ST,2025-06-11,buy
ZZ-B.ST,2025-06-27,reset (expired)
ZZ-B.ST,2025-06-30,buy
ZZ-B.ST,2025-07-04,watchlist
ZZ-B.ST,2025-07-07,buy
ZZ-B.ST,2025-07-17,sell
ZZ-B.ST,2025-07-21,watchlist
ZZ-B.ST,2025-07-25,buy
